case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,occupied_fraction,active_space_imbalance,n_qubits,trotter_steps,evolution_time,coefficient_tolerance,numerical_error_floor,jw_signed_one_minus_overlap,jw_magnitude_one_minus_overlap,fermionic_aware_one_minus_overlap,fermionic_to_jw_signed_ratio,fermionic_to_jw_magnitude_ratio,fermionic_advantage_factor,log10_fermionic_advantage,fermionic_available,valid_comparison,outcome,exclusion_reason,jw_signed_source_csv,jw_magnitude_source_csv,fermionic_aware_source_csv,global_advantage_rank,structure_status,structure_source,structure_unavailable_reason,number_of_fermionic_parents,number_of_one_body_parents,number_of_two_body_parents,one_body_coefficient_mass,two_body_coefficient_mass,total_nonconstant_parent_coefficient_mass,two_body_coefficient_mass_fraction,two_body_parent_fraction,two_body_excitation_rank0_weighted_fraction,two_body_excitation_rank1_weighted_fraction,two_body_excitation_rank2_weighted_fraction,two_body_support2_weighted_fraction,two_body_support3_weighted_fraction,two_body_support4_weighted_fraction,log10_fermionic_error,log10_jw_magnitude_error,log10_jw_magnitude_to_fermionic_advantage
C-C_1.50_hgbs-5_as-008-010,hamiltonian_generator/comparable_diatomic_library/C-C/1.50/hgbs-5/C-C_1.50_hgbs-5_as-008-010.tensors.npz,C-C,1.50,hgbs-5,8,10,0.4444444444444444,0.1111111111111111,18,100,1.0,1e-12,1e-12,2.2965102119965053e-07,1.1120937581932112e-07,1.639406108422392e-06,7.138684164600993,14.741617748901774,0.0678351600911981,-1.1685451457258218,True,True,jw_magnitude_win,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,201.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/C-C/1.50/hgbs-5/C-C_1.50_hgbs-5_as-008-010.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/C-C/1.50/hgbs-5/C-C_1.50_hgbs-5.pickle),,,,,,,,,,,,,,,,,
C-C_1.50_hgbs-5_as-008-012,hamiltonian_generator/comparable_diatomic_library/C-C/1.50/hgbs-5/C-C_1.50_hgbs-5_as-008-012.tensors.npz,C-C,1.50,hgbs-5,8,12,0.4,0.2,20,100,1.0,1e-12,1e-12,2.601246910094446e-07,1.7058493562149837e-07,1.6478861643021148e-06,6.334985571370783,9.660209199002892,0.1035174269417703,-0.9849865314867992,True,True,jw_magnitude_win,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,198.0,unavailable,unavailable,missing active tensor (hamiltonian_generator/comparable_diatomic_library/C-C/1.50/hgbs-5/C-C_1.50_hgbs-5_as-008-012.tensors.npz) and full molecular pickle (hamiltonian_generator/comparable_diatomic_library/C-C/1.50/hgbs-5/C-C_1.50_hgbs-5.pickle),,,,,,,,,,,,,,,,,
CH4_s-1.00_hgbs-5_as-004-004,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-004-004.tensors.npz,CH4,s-1.00,hgbs-5,4,4,0.5,0.0,8,100,1.0,1e-12,1e-12,3.6298741790119497e-12,3.7623237858497305e-12,1.6414425374478014e-11,4.522037008716929,4.362842304060434,0.2292083761701206,-0.6397695155964725,True,True,jw_magnitude_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,197.0,success,reconstructed_from_full_molecular_pickle,,198.0,20.0,178.0,9.351216290451365,5.298472544480932,14.649688834932297,0.36167816287310367,0.898989898989899,0.9643887621482718,0.03481394402599863,0.0007972938257291661,0.9357317411540158,0.03822666108143863,0.0260415977645458,-10.78477431616714,-11.424543831763613,-0.6397695155964725
CH4_s-1.00_hgbs-5_as-004-006,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-004-006.tensors.npz,CH4,s-1.00,hgbs-5,4,6,0.4,0.2,10,100,1.0,1e-12,1e-12,6.74343914042197e-11,1.6828316518058273e-11,3.7086667070695967e-11,0.5499666609043539,2.203825143822241,0.4537565073178325,-0.3431771336980634,True,True,jw_magnitude_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,189.0,success,active_tensor,,447.0,30.0,417.0,10.242741942428097,7.092194582575146,17.334936525003243,0.4091272311465137,0.9328859060402684,0.9565054789834434,0.0420452586837764,0.0014492623327800366,0.928371512380545,0.04409859551529712,0.02752989210415774,-10.430782194383566,-10.773959328081629,-0.3431771336980634
CH4_s-1.00_hgbs-5_as-004-008,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-004-008.tensors.npz,CH4,s-1.00,hgbs-5,4,8,0.3333333333333333,0.3333333333333333,12,100,1.0,1e-12,1e-12,2.4580470991963916e-10,4.3549508443874174e-10,4.4840897661657664e-10,1.8242489200600545,1.0296533592209842,0.971200638588292,-0.0126910407094269,True,True,jw_magnitude_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,137.0,success,active_tensor,,848.0,42.0,806.0,11.66304173758307,10.267517428050622,21.930559165633692,0.468183111543291,0.9504716981132075,0.9610732865159032,0.037005009161888355,0.0019217043222083115,0.9271230515873875,0.03850059634136633,0.03437635207124612,-9.34832570192893,-9.361016742638357,-0.012691040709426902
CH4_s-1.00_hgbs-5_as-006-008,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-006-008.tensors.npz,CH4,s-1.00,hgbs-5,6,8,0.4285714285714285,0.1428571428571428,14,100,1.0,1e-12,1e-12,7.385704270390645e-10,6.84773238113223e-10,6.924119055895517e-10,0.9375028842752844,1.0111550321349818,0.9889680298465916,-0.0048177475187239,True,True,jw_magnitude_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,127.0,success,active_tensor,,1539.0,32.0,1507.0,22.820683638399817,17.1421076750359,39.962791313435716,0.42895171011922345,0.9792072774528915,0.9479831456206541,0.049731887443799236,0.0022849669355473326,0.8997894647680992,0.057019290010743726,0.043191245221154945,-9.159635473310518,-9.164453220829241,-0.004817747518724002
CH4_s-1.00_hgbs-5_as-006-010,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-006-010.tensors.npz,CH4,s-1.00,hgbs-5,6,10,0.375,0.25,16,100,1.0,1e-12,1e-12,7.005053426212271e-09,4.830003064171251e-09,1.2213240641045786e-08,1.7434900061354213,2.528619646567735,0.3954726846156428,-0.4028835079447502,True,True,jw_magnitude_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,191.0,success,active_tensor,,2732.0,46.0,2686.0,25.42236954791654,22.852469423050188,48.27483897096673,0.47338261318269825,0.9831625183016105,0.925678704134696,0.0700395431021569,0.0042817527631502416,0.8402098061162292,0.10145953009181718,0.058330663791955735,-7.9131690857856745,-8.316052593730426,-0.40288350794475025
CH4_s-1.00_hgbs-5_as-008-010,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-008-010.tensors.npz,CH4,s-1.00,hgbs-5,8,10,0.4444444444444444,0.1111111111111111,18,100,1.0,1e-12,1e-12,8.188028491895594e-07,8.109672803291446e-07,1.585044362428789e-08,0.0193580709202178,0.0195451086730092,51.163696080183286,1.7089619104987055,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,8.0,success,active_tensor,,4131.0,50.0,4081.0,42.60300353186218,35.60967460356379,78.21267813542596,0.45529286878407765,0.9878963931251513,0.9050564922056656,0.08924443915065022,0.0056990686436861416,0.7765628345283235,0.11171467588205669,0.1117224895896228,-7.799958578185404,-6.090996667686698,1.7089619104987055
CH4_s-1.00_hgbs-5_as-008-012,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-008-012.tensors.npz,CH4,s-1.00,hgbs-5,8,12,0.4,0.2,20,100,1.0,1e-12,1e-12,7.798384320523155e-07,7.757581350631426e-07,3.320380637106268e-08,0.0425778020245547,0.0428017507909988,23.36353026498855,1.368538465956023,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,11.0,success,active_tensor,,6490.0,64.0,6426.0,46.30164328602598,44.252353930915106,90.55399721694108,0.4886847106804056,0.9901386748844376,0.8913386757462929,0.10104539221707992,0.007615932036624022,0.7356305019741893,0.13709039013468016,0.12727910789112815,-7.478812127404611,-6.110273661448588,1.368538465956023
F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,0.6666666666666666,0.3333333333333333,6,100,1.0,1e-12,1e-12,1.931899085150235e-12,1.992184195387381e-12,1.992184195387381e-12,1.0312051031549911,1.0,1.0,0.0,True,True,tie,,analysis/hgbs5_f2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,96.0,success,active_tensor,,27.0,6.0,21.0,10.914697323649001,4.739279153334396,15.653976476983397,0.3027524131202527,0.7777777777777778,0.9999222451186864,0.0,7.775488131347282e-05,0.9889046165385893,0.0,0.011095383461410402,-11.700670509616092,-11.700670509616092,0.0
F-F_1.28_hgbs-5_as-006-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-006-002.tensors.npz,F-F,1.28,hgbs-5,6,2,0.75,0.5,8,100,1.0,1e-12,1e-12,1.9369061909912944e-11,1.989997056028869e-11,1.9901191805615775e-11,1.02747318885023,1.0000613692027025,0.9999386345632456,-2.665148831053685e-05,True,True,tie,,analysis/hgbs5_f2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,114.0,success,active_tensor,,48.0,8.0,40.0,23.848332475906698,10.737491688124502,34.5858241640312,0.31045932683863436,0.8333333333333334,0.9999000362580893,0.0,9.996374191047741e-05,0.9836581346662516,0.0,0.01634186533374819,-10.701120914590105,-10.701147566078415,-2.665148831048863e-05
F-F_1.28_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-008-002.tensors.npz,F-F,1.28,hgbs-5,8,2,0.8,0.6,10,100,1.0,1e-12,1e-12,1.4926138103277248e-10,2.1303736552624735e-11,2.130340348571735e-11,0.1427254882563352,0.999984365798621,1.000015634445811,6.789900465347636e-06,True,True,tie,,analysis/hgbs5_f2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,90.0,success,active_tensor,,121.0,12.0,109.0,40.853747838878974,19.58586926759168,60.43961710647065,0.3240568058710422,0.9008264462809917,0.9947846855474274,0.005152680287230975,6.263416534177273e-05,0.9389458891361064,0.004341122559632519,0.05671298830426116,-10.67155100703139,-10.671544217130924,6.789900465251205e-06
F-F_1.28_hgbs-5_as-010-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-010-002.tensors.npz,F-F,1.28,hgbs-5,10,2,0.8333333333333334,0.6666666666666666,12,100,1.0,1e-12,1e-12,7.990995642970231e-10,2.2780555219981125e-11,2.2741253324909388e-11,0.0284585980783447,0.9982747613176144,1.0017282202748554,0.0007499087116508,True,True,fermionic_win,,analysis/hgbs5_f2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,79.0,success,active_tensor,,230.0,12.0,218.0,62.42675977403347,33.25336757308701,95.68012734712048,0.34754727543835967,0.9478260869565217,0.9938887520543463,0.006069744501009877,4.150344464290501e-05,0.858716531324338,0.010227494552625994,0.13105597412303496,-10.643185603980179,-10.642435695268526,0.0007499087116509952
F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,0.8571428571428571,0.7142857142857143,14,100,1.0,1e-12,1e-12,1.5732738556373252e-08,3.913758206408602e-11,5.937028646485487e-11,0.0037736778153479,1.5169635765346647,0.6592116089460692,-0.1809751531664848,True,True,jw_magnitude_win,,analysis/hgbs5_f2_screen_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,185.0,success,active_tensor,,387.0,16.0,371.0,90.42813523635846,50.08157226796917,140.50970750432762,0.356427845146761,0.958656330749354,0.9911373868643306,0.008826325633427452,3.628750224103364e-05,0.8228273059340109,0.010351996404833395,0.16682069766115407,-10.226430855574437,-10.40740600874092,-0.18097515316648483
F-F_1.28_hgbs-5_as-014-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-014-002.tensors.npz,F-F,1.28,hgbs-5,14,2,0.875,0.75,16,100,1.0,1e-12,1e-12,1.5226763028231005e-07,1.05953456452923e-07,5.858635798716705e-11,0.0003847591105118,0.000552944282787,1808.5004784924745,3.257318628003148,True,True,fermionic_win,,analysis/hgbs5_f2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,3.0,success,active_tensor,,656.0,20.0,636.0,126.02293231628863,74.29218875418934,200.31512107047797,0.37087658863282075,0.9695121951219512,0.9893946674272401,0.01056479949821093,4.05330745483336e-05,0.7636202738082927,0.023468655365786094,0.21291107082591978,-10.232203499009698,-6.97488487100655,3.257318628003148
F-F_1.28_hgbs-5_as-016-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-016-002.tensors.npz,F-F,1.28,hgbs-5,16,2,0.8888888888888888,0.7777777777777778,18,100,1.0,1e-12,1e-12,2.782985683014161e-07,2.284363520566047e-07,7.419931336016816e-11,0.0002666176610718,0.0003248139479209,3078.685525670031,3.488365329877147,True,True,fermionic_win,,analysis/hgbs5_f2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,2.0,success,active_tensor,,1027.0,26.0,1001.0,232.4640648328971,103.89158204167882,336.3556468745759,0.30887420207462457,0.9746835443037974,0.9911184266210269,0.008850578275736586,3.0995103237987424e-05,0.7998234479810719,0.029167545736714887,0.1710090062822156,-10.129600113659919,-6.641234783782772,3.488365329877147
F-F_1.28_hgbs-5_as-018-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-018-002.tensors.npz,F-F,1.28,hgbs-5,18,2,0.9,0.8,20,100,1.0,1e-12,1e-12,4.995202555702072e-06,4.323640876435775e-07,9.923806221223683e-11,1.986667429511054e-05,0.0002295242945663,4356.837265916138,3.6391713387205784,True,True,fermionic_win,,analysis/hgbs5_f2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,1.0,success,active_tensor,,1580.0,32.0,1548.0,353.5699906912479,162.76263817398407,516.332628865232,0.31522826386489466,0.979746835443038,0.9913483155603485,0.008630670843815035,2.101359583511016e-05,0.7130313178059051,0.035727756458006577,0.2512409257360852,-10.003321724637123,-6.3641503859165445,3.6391713387205784
H2O_s-1.00_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/H2O/s-1.00/hgbs-5/H2O_s-1.00_hgbs-5_as-002-002.tensors.npz,H2O,s-1.00,hgbs-5,2,2,0.5,0.0,4,100,1.0,1e-12,1e-12,2.304378909911975e-12,2.3072654897760003e-12,2.305711177541525e-12,1.0005781460782424,0.9993263401020114,1.0006741140215716,0.000292665365908,True,True,tie,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,84.0,success,reconstructed_from_full_molecular_pickle,,12.0,4.0,8.0,2.903322292508478,1.2685561067596363,4.171878399268114,0.30407312614437254,0.6666666666666666,0.9997484443741189,0.0,0.0002515556258809655,0.9994968887482378,0.0,0.000503111251761931,-11.637195095070728,-11.63690242970482,0.0002926653659080065
H2O_s-1.00_hgbs-5_as-002-004,hamiltonian_generator/polyatomic_library/H2O/s-1.00/hgbs-5/H2O_s-1.00_hgbs-5_as-002-004.tensors.npz,H2O,s-1.00,hgbs-5,2,4,0.3333333333333333,0.3333333333333333,6,100,1.0,1e-12,1e-12,1.925015702397559e-12,2.364886064754046e-12,2.3645529978466584e-12,1.228329200069208,0.9998591615417116,1.0001408582965536,6.11696728967058e-05,True,True,tie,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,87.0,success,reconstructed_from_full_molecular_pickle,,27.0,6.0,21.0,3.234410961336411,2.040966566674656,5.275377528011067,0.38688540409431993,0.7777777777777778,0.9998207020060812,0.0,0.0001792979939187612,0.9939000587746848,0.0,0.006099941225315179,-11.626250947491476,-11.62618977781858,6.11696728967058e-05
H2O_s-1.00_hgbs-5_as-004-004,hamiltonian_generator/polyatomic_library/H2O/s-1.00/hgbs-5/H2O_s-1.00_hgbs-5_as-004-004.tensors.npz,H2O,s-1.00,hgbs-5,4,4,0.5,0.0,8,100,1.0,1e-12,1e-12,2.517541730640005e-12,3.0613289681014066e-12,3.853439789480717e-11,15.306359146233904,12.587473707115398,0.0794440586942178,-1.0999385764024592,True,True,jw_magnitude_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,199.0,success,reconstructed_from_full_molecular_pickle,,70.0,10.0,60.0,11.826434170015267,6.319605508704937,18.146039678720204,0.34826362228866475,0.8571428571428571,0.9806510625994687,0.01909242108186161,0.0002565163186695705,0.9644664532913622,0.018313353720728027,0.017220192987909867,-10.414151422535133,-11.514089998937592,-1.0999385764024592
H2O_s-1.00_hgbs-5_as-004-006,hamiltonian_generator/polyatomic_library/H2O/s-1.00/hgbs-5/H2O_s-1.00_hgbs-5_as-004-006.tensors.npz,H2O,s-1.00,hgbs-5,4,6,0.4,0.2,10,100,1.0,1e-12,1e-12,3.6729508323674046e-12,4.069189429856124e-12,5.730838026352103e-11,15.602817156847932,14.083487940630798,0.071005137663022,-1.148710226239014,True,True,jw_magnitude_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,200.0,success,active_tensor,,153.0,14.0,139.0,12.589898686224759,7.834301080934438,20.424199767159195,0.3835793406962016,0.9084967320261438,0.9735079691286377,0.02597441570354658,0.000517615167815078,0.9571876114155026,0.02459257964575901,0.01821980893873803,-10.241781866059014,-11.390492092298029,-1.1487102262390139
H2O_s-1.00_hgbs-5_as-004-008,hamiltonian_generator/polyatomic_library/H2O/s-1.00/hgbs-5/H2O_s-1.00_hgbs-5_as-004-008.tensors.npz,H2O,s-1.00,hgbs-5,4,8,0.3333333333333333,0.3333333333333333,12,100,1.0,1e-12,1e-12,2.0063228856059823e-10,4.44114744979629e-10,5.796633173460464e-10,2.8891826011891752,1.305210700384728,0.7661598236248269,-0.115680625565571,True,True,jw_magnitude_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,179.0,success,active_tensor,,314.0,20.0,294.0,14.377701530790297,11.162055030196232,25.53975656098653,0.43704625780368334,0.9363057324840764,0.9645725374724995,0.033852182524591046,0.0015752800029087501,0.9075456186826159,0.06939786753731625,0.023056513780067227,-9.236824182082676,-9.352504807648247,-0.11568062556557109
H2O_s-1.00_hgbs-5_as-006-008,hamiltonian_generator/polyatomic_library/H2O/s-1.00/hgbs-5/H2O_s-1.00_hgbs-5_as-006-008.tensors.npz,H2O,s-1.00,hgbs-5,6,8,0.4285714285714285,0.1428571428571428,14,100,1.0,1e-12,1e-12,6.708333666338717e-09,1.7881518488138681e-09,9.111570387076995e-10,0.1358246449904141,0.509552384665819,1.9625067610189528,0.2928111616048903,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,22.0,success,active_tensor,,503.0,24.0,479.0,28.91785775637212,19.111467754790727,48.029325511162845,0.3979124743350579,0.952286282306163,0.9616886891440061,0.03673814404896195,0.0015731668070308954,0.9110746873430927,0.06433767341188308,0.024587639245023052,-9.040406765544448,-8.747595603939557,0.2928111616048904
H2O_s-1.00_hgbs-5_as-006-010,hamiltonian_generator/polyatomic_library/H2O/s-1.00/hgbs-5/H2O_s-1.00_hgbs-5_as-006-010.tensors.npz,H2O,s-1.00,hgbs-5,6,10,0.375,0.25,16,100,1.0,1e-12,1e-12,2.285548632574575e-07,3.0074444312688797e-07,2.104907914635134e-09,0.0092096395790276,0.006998991877456,142.87771975004387,2.1549645104983095,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,5.0,success,active_tensor,,840.0,30.0,810.0,31.32061951742408,23.983061452166062,55.30368096959015,0.4336612144380342,0.9642857142857143,0.9467989577148396,0.050557807043296626,0.0026432352418633465,0.8678816195597563,0.09553952612836901,0.03657885431187349,-8.676766898897482,-6.521802388399172,2.1549645104983095
H2O_s-1.00_hgbs-5_as-008-010,hamiltonian_generator/polyatomic_library/H2O/s-1.00/hgbs-5/H2O_s-1.00_hgbs-5_as-008-010.tensors.npz,H2O,s-1.00,hgbs-5,8,10,0.4444444444444444,0.1111111111111111,18,100,1.0,1e-12,1e-12,1.4310496810887583e-06,1.538420068669666e-06,1.2894464385126982e-08,0.0090104938742006,0.0083816277801662,119.3085670502254,2.0766716296640944,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,6.0,success,active_tensor,,1367.0,38.0,1329.0,54.50554713195525,38.102812929447865,92.60836006140312,0.41144031601665493,0.972201901975128,0.9282130490588273,0.06829273640956152,0.003494214531612551,0.8269286792652993,0.10655134845067543,0.06651997228402436,-7.889596693030884,-5.81292506336679,2.0766716296640944
H2O_s-1.00_hgbs-5_as-008-012,hamiltonian_generator/polyatomic_library/H2O/s-1.00/hgbs-5/H2O_s-1.00_hgbs-5_as-008-012.tensors.npz,H2O,s-1.00,hgbs-5,8,12,0.4,0.2,20,100,1.0,1e-12,1e-12,2.555042276974895e-06,2.802665896251e-06,1.812756889041367e-08,0.0070948215040403,0.0064679735514183,154.6079296784867,2.1892317646618253,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,4.0,success,active_tensor,,1968.0,44.0,1924.0,57.634472483686714,44.59117471400457,102.22564719769129,0.4362033984267271,0.9776422764227642,0.9197667024092189,0.07567643257683244,0.004556865013951765,0.8034902942991495,0.12280613084591323,0.07370357485493702,-7.741660435743076,-5.552428671081251,2.1892317646618253
Li-H_1.81_hgbs-5_as-002-002,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-002.tensors.npz,Li-H,1.81,hgbs-5,2,2,0.5,0.0,4,100,1.0,1e-12,1e-12,8.483336255693529e-11,8.629119641057059e-11,2.5743840392777884e-10,3.034636329015026,2.983368114435401,0.3351916229047882,-0.4747068437759091,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,196.0,success,reconstructed_from_full_molecular_pickle,,18.0,6.0,12.0,2.1603485661833437,1.3410385180700595,3.501387084253403,0.3830020748351528,0.6666666666666666,0.9285744440444837,0.06608734875495353,0.005338207200562713,0.923236236843921,0.06608734875495353,0.010676414401125427,-9.589326665785082,-10.064033509560991,-0.47470684377590916
Li-H_1.81_hgbs-5_as-002-004,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-004.tensors.npz,Li-H,1.81,hgbs-5,2,4,0.3333333333333333,0.3333333333333333,6,100,1.0,1e-12,1e-12,3.3777869390405606e-11,9.358580577156772e-11,2.6710145206720876e-10,7.907587331220993,2.8540808070742365,0.3503755035671592,-0.4554662650539011,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,194.0,success,reconstructed_from_full_molecular_pickle,,41.0,8.0,33.0,2.5019125483505897,2.180544693268994,4.682457241619584,0.4656838452014951,0.8048780487804879,0.9524320341050296,0.04375187550555051,0.003816090389419865,0.9441373542880299,0.041679842850103725,0.01418280286186617,-9.57332375097877,-10.028790016032671,-0.45546626505390114
Li-H_1.81_hgbs-5_as-004-004,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-004.tensors.npz,Li-H,1.81,hgbs-5,4,4,0.5,0.0,8,100,1.0,1e-12,1e-12,4.604109316019844e-10,4.884963544782295e-10,3.946794002729347e-10,0.8572329047437276,0.8079474834453942,1.2377042078720526,0.0926168674322281,True,True,fermionic_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,44.0,success,reconstructed_from_full_molecular_pickle,,114.0,14.0,100.0,14.745521434856355,6.72525835781315,21.470779792669504,0.31322841660875633,0.8771929824561403,0.9582784180410467,0.039801329732781054,0.001920252226172309,0.9269277897364162,0.0624451725532978,0.010627037710285999,-9.403755540392577,-9.311138672960348,0.09261686743222823
