config_path,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,status,error
hamiltonian_generator/library/He-H/0.62/hgbs-5/He-H_0.62_hgbs-5_as-003-003_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/0.62/hgbs-5/He-H_0.62_hgbs-5_as-003-003.tensors.npz,He-H,0.624,hgbs-5,3,3,6,success,
hamiltonian_generator/library/He-H/0.62/hgbs-5/He-H_0.62_hgbs-5_as-003-005_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/0.62/hgbs-5/He-H_0.62_hgbs-5_as-003-005.tensors.npz,He-H,0.624,hgbs-5,3,5,8,success,
hamiltonian_generator/library/He-H/0.62/sto-6g/He-H_0.62_sto-6g_as-001-001_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/0.62/sto-6g/He-H_0.62_sto-6g_as-001-001.tensors.npz,He-H,0.624,sto-6g,1,1,2,success,
hamiltonian_generator/library/He-H/0.62/sto-6g/He-H_0.62_sto-6g_as-003-001_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/0.62/sto-6g/He-H_0.62_sto-6g_as-003-001.tensors.npz,He-H,0.624,sto-6g,3,1,4,success,
hamiltonian_generator/library/He-H/0.86/hgbs-5/He-H_0.86_hgbs-5_as-001-001_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/0.86/hgbs-5/He-H_0.86_hgbs-5_as-001-001.tensors.npz,He-H,0.858,hgbs-5,1,1,2,success,
hamiltonian_generator/library/He-H/0.86/hgbs-5/He-H_0.86_hgbs-5_as-001-003_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/0.86/hgbs-5/He-H_0.86_hgbs-5_as-001-003.tensors.npz,He-H,0.858,hgbs-5,1,3,4,success,
hamiltonian_generator/library/He-H/0.86/hgbs-5/He-H_0.86_hgbs-5_as-003-003_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/0.86/hgbs-5/He-H_0.86_hgbs-5_as-003-003.tensors.npz,He-H,0.858,hgbs-5,3,3,6,success,
hamiltonian_generator/library/He-H/0.86/hgbs-5/He-H_0.86_hgbs-5_as-003-005_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/0.86/hgbs-5/He-H_0.86_hgbs-5_as-003-005.tensors.npz,He-H,0.858,hgbs-5,3,5,8,success,
hamiltonian_generator/library/He-H/0.86/sto-6g/He-H_0.86_sto-6g_as-001-001_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/0.86/sto-6g/He-H_0.86_sto-6g_as-001-001.tensors.npz,He-H,0.858,sto-6g,1,1,2,success,
hamiltonian_generator/library/He-H/0.86/sto-6g/He-H_0.86_sto-6g_as-003-001_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/0.86/sto-6g/He-H_0.86_sto-6g_as-003-001.tensors.npz,He-H,0.858,sto-6g,3,1,4,success,
hamiltonian_generator/library/He-H/1.09/hgbs-5/He-H_1.09_hgbs-5_as-001-001_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/1.09/hgbs-5/He-H_1.09_hgbs-5_as-001-001.tensors.npz,He-H,1.092,hgbs-5,1,1,2,success,
hamiltonian_generator/library/He-H/1.09/hgbs-5/He-H_1.09_hgbs-5_as-001-003_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/1.09/hgbs-5/He-H_1.09_hgbs-5_as-001-003.tensors.npz,He-H,1.092,hgbs-5,1,3,4,success,
hamiltonian_generator/library/He-H/1.09/hgbs-5/He-H_1.09_hgbs-5_as-003-003_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/1.09/hgbs-5/He-H_1.09_hgbs-5_as-003-003.tensors.npz,He-H,1.092,hgbs-5,3,3,6,success,
hamiltonian_generator/library/He-H/1.09/hgbs-5/He-H_1.09_hgbs-5_as-003-005_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/1.09/hgbs-5/He-H_1.09_hgbs-5_as-003-005.tensors.npz,He-H,1.092,hgbs-5,3,5,8,success,
hamiltonian_generator/library/He-H/1.09/sto-6g/He-H_1.09_sto-6g_as-001-001_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/1.09/sto-6g/He-H_1.09_sto-6g_as-001-001.tensors.npz,He-H,1.092,sto-6g,1,1,2,success,
hamiltonian_generator/library/He-H/1.09/sto-6g/He-H_1.09_sto-6g_as-003-001_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-H/1.09/sto-6g/He-H_1.09_sto-6g_as-003-001.tensors.npz,He-H,1.092,sto-6g,3,1,4,success,
hamiltonian_generator/library/He-He/0.74/hgbs-5/He-He_0.74_hgbs-5_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/0.74/hgbs-5/He-He_0.74_hgbs-5_as-002-002.tensors.npz,He-He,0.736,hgbs-5,2,2,4,success,
hamiltonian_generator/library/He-He/0.74/hgbs-5/He-He_0.74_hgbs-5_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/0.74/hgbs-5/He-He_0.74_hgbs-5_as-002-004.tensors.npz,He-He,0.736,hgbs-5,2,4,6,success,
hamiltonian_generator/library/He-He/0.74/hgbs-5/He-He_0.74_hgbs-5_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/0.74/hgbs-5/He-He_0.74_hgbs-5_as-004-004.tensors.npz,He-He,0.736,hgbs-5,4,4,8,success,
hamiltonian_generator/library/He-He/0.74/sto-6g/He-He_0.74_sto-6g_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/0.74/sto-6g/He-He_0.74_sto-6g_as-002-002.tensors.npz,He-He,,sto-6g,2,2,,failed,AssertionError: Must have at least one vacant orbital
hamiltonian_generator/library/He-He/1.01/hgbs-5/He-He_1.01_hgbs-5_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/1.01/hgbs-5/He-He_1.01_hgbs-5_as-002-002.tensors.npz,He-He,1.012,hgbs-5,2,2,4,success,
hamiltonian_generator/library/He-He/1.01/hgbs-5/He-He_1.01_hgbs-5_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/1.01/hgbs-5/He-He_1.01_hgbs-5_as-002-004.tensors.npz,He-He,1.012,hgbs-5,2,4,6,success,
hamiltonian_generator/library/He-He/1.01/hgbs-5/He-He_1.01_hgbs-5_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/1.01/hgbs-5/He-He_1.01_hgbs-5_as-004-004.tensors.npz,He-He,1.012,hgbs-5,4,4,8,success,
hamiltonian_generator/library/He-He/1.01/sto-6g/He-He_1.01_sto-6g_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/1.01/sto-6g/He-He_1.01_sto-6g_as-002-002.tensors.npz,He-He,,sto-6g,2,2,,failed,AssertionError: Must have at least one vacant orbital
hamiltonian_generator/library/He-He/1.29/hgbs-5/He-He_1.29_hgbs-5_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/1.29/hgbs-5/He-He_1.29_hgbs-5_as-002-002.tensors.npz,He-He,1.288,hgbs-5,2,2,4,success,
hamiltonian_generator/library/He-He/1.29/hgbs-5/He-He_1.29_hgbs-5_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/1.29/hgbs-5/He-He_1.29_hgbs-5_as-002-004.tensors.npz,He-He,1.288,hgbs-5,2,4,6,success,
hamiltonian_generator/library/He-He/1.29/hgbs-5/He-He_1.29_hgbs-5_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/1.29/hgbs-5/He-He_1.29_hgbs-5_as-004-004.tensors.npz,He-He,1.288,hgbs-5,4,4,8,success,
hamiltonian_generator/library/He-He/1.29/sto-6g/He-He_1.29_sto-6g_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/He-He/1.29/sto-6g/He-He_1.29_sto-6g_as-002-002.tensors.npz,He-He,,sto-6g,2,2,,failed,AssertionError: Must have at least one vacant orbital
hamiltonian_generator/library/Li-H/1.32/hgbs-5/Li-H_1.32_hgbs-5_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.32/hgbs-5/Li-H_1.32_hgbs-5_as-002-002.tensors.npz,Li-H,1.32,hgbs-5,2,2,4,success,
hamiltonian_generator/library/Li-H/1.32/hgbs-5/Li-H_1.32_hgbs-5_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.32/hgbs-5/Li-H_1.32_hgbs-5_as-002-004.tensors.npz,Li-H,1.32,hgbs-5,2,4,6,success,
hamiltonian_generator/library/Li-H/1.32/hgbs-5/Li-H_1.32_hgbs-5_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.32/hgbs-5/Li-H_1.32_hgbs-5_as-004-004.tensors.npz,Li-H,1.32,hgbs-5,4,4,8,success,
hamiltonian_generator/library/Li-H/1.32/sto-6g/Li-H_1.32_sto-6g_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.32/sto-6g/Li-H_1.32_sto-6g_as-002-002.tensors.npz,Li-H,1.32,sto-6g,2,2,4,success,
hamiltonian_generator/library/Li-H/1.32/sto-6g/Li-H_1.32_sto-6g_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.32/sto-6g/Li-H_1.32_sto-6g_as-002-004.tensors.npz,Li-H,1.32,sto-6g,2,4,6,success,
hamiltonian_generator/library/Li-H/1.32/sto-6g/Li-H_1.32_sto-6g_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.32/sto-6g/Li-H_1.32_sto-6g_as-004-004.tensors.npz,Li-H,1.32,sto-6g,4,4,8,success,
hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-002.tensors.npz,Li-H,1.815,hgbs-5,2,2,4,success,
hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-004.tensors.npz,Li-H,1.815,hgbs-5,2,4,6,success,
hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-004.tensors.npz,Li-H,1.815,hgbs-5,4,4,8,success,
hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-002-002.tensors.npz,Li-H,1.815,sto-6g,2,2,4,success,
hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-002-004.tensors.npz,Li-H,1.815,sto-6g,2,4,6,success,
hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-004-004.tensors.npz,Li-H,1.815,sto-6g,4,4,8,success,
hamiltonian_generator/library/Li-H/2.31/hgbs-5/Li-H_2.31_hgbs-5_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/2.31/hgbs-5/Li-H_2.31_hgbs-5_as-002-002.tensors.npz,Li-H,2.31,hgbs-5,2,2,4,success,
hamiltonian_generator/library/Li-H/2.31/hgbs-5/Li-H_2.31_hgbs-5_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/2.31/hgbs-5/Li-H_2.31_hgbs-5_as-002-004.tensors.npz,Li-H,2.31,hgbs-5,2,4,6,success,
hamiltonian_generator/library/Li-H/2.31/hgbs-5/Li-H_2.31_hgbs-5_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/2.31/hgbs-5/Li-H_2.31_hgbs-5_as-004-004.tensors.npz,Li-H,2.31,hgbs-5,4,4,8,success,
hamiltonian_generator/library/Li-H/2.31/sto-6g/Li-H_2.31_sto-6g_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/2.31/sto-6g/Li-H_2.31_sto-6g_as-002-002.tensors.npz,Li-H,2.31,sto-6g,2,2,4,success,
hamiltonian_generator/library/Li-H/2.31/sto-6g/Li-H_2.31_sto-6g_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/2.31/sto-6g/Li-H_2.31_sto-6g_as-002-004.tensors.npz,Li-H,2.31,sto-6g,2,4,6,success,
hamiltonian_generator/library/Li-H/2.31/sto-6g/Li-H_2.31_sto-6g_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/2.31/sto-6g/Li-H_2.31_sto-6g_as-004-004.tensors.npz,Li-H,2.31,sto-6g,4,4,8,success,
hamiltonian_generator/library/Li-Li/2.13/hgbs-5/Li-Li_2.13_hgbs-5_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.13/hgbs-5/Li-Li_2.13_hgbs-5_as-002-002.tensors.npz,Li-Li,2.128,hgbs-5,2,2,4,success,
hamiltonian_generator/library/Li-Li/2.13/hgbs-5/Li-Li_2.13_hgbs-5_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.13/hgbs-5/Li-Li_2.13_hgbs-5_as-002-004.tensors.npz,Li-Li,2.128,hgbs-5,2,4,6,success,
hamiltonian_generator/library/Li-Li/2.13/hgbs-5/Li-Li_2.13_hgbs-5_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.13/hgbs-5/Li-Li_2.13_hgbs-5_as-004-004.tensors.npz,Li-Li,2.128,hgbs-5,4,4,8,success,
hamiltonian_generator/library/Li-Li/2.13/sto-6g/Li-Li_2.13_sto-6g_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.13/sto-6g/Li-Li_2.13_sto-6g_as-002-002.tensors.npz,Li-Li,2.128,sto-6g,2,2,4,success,
hamiltonian_generator/library/Li-Li/2.13/sto-6g/Li-Li_2.13_sto-6g_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.13/sto-6g/Li-Li_2.13_sto-6g_as-002-004.tensors.npz,Li-Li,2.128,sto-6g,2,4,6,success,
hamiltonian_generator/library/Li-Li/2.13/sto-6g/Li-Li_2.13_sto-6g_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.13/sto-6g/Li-Li_2.13_sto-6g_as-004-004.tensors.npz,Li-Li,2.128,sto-6g,4,4,8,success,
hamiltonian_generator/library/Li-Li/2.93/hgbs-5/Li-Li_2.93_hgbs-5_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.93/hgbs-5/Li-Li_2.93_hgbs-5_as-002-002.tensors.npz,Li-Li,2.926,hgbs-5,2,2,4,success,
hamiltonian_generator/library/Li-Li/2.93/hgbs-5/Li-Li_2.93_hgbs-5_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.93/hgbs-5/Li-Li_2.93_hgbs-5_as-002-004.tensors.npz,Li-Li,2.926,hgbs-5,2,4,6,success,
hamiltonian_generator/library/Li-Li/2.93/hgbs-5/Li-Li_2.93_hgbs-5_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.93/hgbs-5/Li-Li_2.93_hgbs-5_as-004-004.tensors.npz,Li-Li,2.926,hgbs-5,4,4,8,success,
hamiltonian_generator/library/Li-Li/2.93/sto-6g/Li-Li_2.93_sto-6g_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.93/sto-6g/Li-Li_2.93_sto-6g_as-002-002.tensors.npz,Li-Li,2.926,sto-6g,2,2,4,success,
hamiltonian_generator/library/Li-Li/2.93/sto-6g/Li-Li_2.93_sto-6g_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.93/sto-6g/Li-Li_2.93_sto-6g_as-002-004.tensors.npz,Li-Li,2.926,sto-6g,2,4,6,success,
hamiltonian_generator/library/Li-Li/2.93/sto-6g/Li-Li_2.93_sto-6g_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/2.93/sto-6g/Li-Li_2.93_sto-6g_as-004-004.tensors.npz,Li-Li,2.926,sto-6g,4,4,8,success,
hamiltonian_generator/library/Li-Li/3.72/hgbs-5/Li-Li_3.72_hgbs-5_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/3.72/hgbs-5/Li-Li_3.72_hgbs-5_as-002-002.tensors.npz,Li-Li,3.724,hgbs-5,2,2,4,success,
hamiltonian_generator/library/Li-Li/3.72/hgbs-5/Li-Li_3.72_hgbs-5_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/3.72/hgbs-5/Li-Li_3.72_hgbs-5_as-002-004.tensors.npz,Li-Li,3.724,hgbs-5,2,4,6,success,
hamiltonian_generator/library/Li-Li/3.72/hgbs-5/Li-Li_3.72_hgbs-5_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/3.72/hgbs-5/Li-Li_3.72_hgbs-5_as-004-004.tensors.npz,Li-Li,3.724,hgbs-5,4,4,8,success,
hamiltonian_generator/library/Li-Li/3.72/sto-6g/Li-Li_3.72_sto-6g_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/3.72/sto-6g/Li-Li_3.72_sto-6g_as-002-002.tensors.npz,Li-Li,3.724,sto-6g,2,2,4,success,
hamiltonian_generator/library/Li-Li/3.72/sto-6g/Li-Li_3.72_sto-6g_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/3.72/sto-6g/Li-Li_3.72_sto-6g_as-002-004.tensors.npz,Li-Li,3.724,sto-6g,2,4,6,success,
hamiltonian_generator/library/Li-Li/3.72/sto-6g/Li-Li_3.72_sto-6g_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-Li/3.72/sto-6g/Li-Li_3.72_sto-6g_as-004-004.tensors.npz,Li-Li,3.724,sto-6g,4,4,8,success,
