scope,outcome,feature,feature_label,fixed_effects,cases,molecules,active_space_sizes,n_controls,predicted_direction,pearson_r,pearson_p_value,direction_aligned_pearson_r,spearman_rho,spearman_p_value,pearson_fdr_q_value,supports_predicted_direction_at_q_0_05
full_hgbs5_sweep,log10_fermionic_infidelity,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,n_qubits,85,11,9,8,negative,-0.050781163653774025,0.6609531213575432,0.050781163653774025,-0.0862045379202711,,0.9383497045465574,False
full_hgbs5_sweep,log10_fermionic_infidelity,opposite_sign_interaction_weight_fraction,Opposite-sign share of interaction weight,molecule+n_qubits,85,11,9,18,negative,0.3981138353464838,0.0008485653291689445,-0.3981138353464838,0.3843462966581982,,0.0036839182977305225,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_weighted_mean_span_fraction,Signed-order weighted mean span,molecule+n_qubits,85,11,9,18,positive,0.34626261002728154,0.004100674912162045,0.34626261002728154,0.37197576705100643,,0.007381214841891681,True
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_weighted_local_5pct_fraction,Signed-order interaction weight within 5%,molecule+n_qubits,85,11,9,18,negative,-0.38443872021499803,0.0013183890925974634,0.38443872021499803,-0.426890756302521,,0.0036839182977305225,True
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_weighted_local_10pct_fraction,Signed-order interaction weight within 10%,molecule+n_qubits,85,11,9,18,negative,-0.3871408215970074,0.0012102516523647695,0.3871408215970074,-0.42354895446550717,,0.0036839182977305225,True
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_interaction_fraction,Opposite-sign local interaction weight (10%),molecule+n_qubits,85,11,9,18,negative,-0.0789837983142172,0.5252084344986854,0.0789837983142172,-0.1147156537033418,,0.5252084344986854,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,molecule+n_qubits,85,11,9,18,negative,-0.3774952187687311,0.0016372970212135656,0.3774952187687311,-0.24393199140121163,,0.0036839182977305225,True
full_hgbs5_sweep,log10_fermionic_infidelity,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,molecule+n_qubits,85,11,9,18,negative,-0.2231971748201783,0.06944033794109603,0.2231971748201783,-0.22988078952511234,,0.07812038018373303,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),molecule+n_qubits,85,11,9,18,negative,-0.30768043161093844,0.01131408790149828,0.30768043161093844,-0.3002149697088138,,0.014546684444783502,True
full_hgbs5_sweep,log10_fermionic_infidelity,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,molecule+n_qubits,85,11,9,18,negative,-0.3317186716862389,0.006102023069753473,0.3317186716862389,-0.3088528434629666,,0.00915303460463021,True
