case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,trotter_steps,evolution_time,coefficient_tolerance,jw_signed_one_minus_overlap,jw_magnitude_one_minus_overlap,jw_magnitude_ratio_to_signed,jw_baseline_winner,jw_improvement_factor,below_numerical_floor,fermionic_signed_one_minus_overlap,strongest_jw_one_minus_overlap,strongest_jw_ratio_to_fermionic,fermionic_vs_strongest_jw_winner,jw_signed_source_csv,jw_magnitude_source_csv,fermionic_signed_source_csv
H2O_s-1.00_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/H2O/s-1.00/sto-6g/H2O_s-1.00_sto-6g_as-002-002.tensors.npz,H2O,s-1.00,sto-6g,2,2,4,100,1.0,1e-12,2.297042556165252e-10,2.303504620382313e-08,100.28132104909056,jw_signed,100.28132104909056,False,2.303504620382313e-08,2.297042556165252e-10,0.009971946814606395,strongest_jw,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv
H2O_s-1.00_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/H2O/s-1.00/sto-6g/H2O_s-1.00_sto-6g_as-002-004.tensors.npz,H2O,s-1.00,sto-6g,2,4,6,100,1.0,1e-12,1.6582002548837238e-08,3.917065449776658e-08,2.3622390831506235,jw_signed,2.3622390831506235,False,3.917065283243204e-08,1.6582002548837238e-08,0.4233271939524039,strongest_jw,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv
H2O_s-1.00_sto-6g_as-004-004,hamiltonian_generator/polyatomic_library/H2O/s-1.00/sto-6g/H2O_s-1.00_sto-6g_as-004-004.tensors.npz,H2O,s-1.00,sto-6g,4,4,8,100,1.0,1e-12,2.1246225556659226e-08,2.367892690813278e-07,11.145004012588519,jw_signed,11.145004012588519,False,2.3193037179680687e-07,2.1246225556659226e-08,0.09160605138542591,strongest_jw,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv
H2O_s-1.00_sto-6g_as-006-004,hamiltonian_generator/polyatomic_library/H2O/s-1.00/sto-6g/H2O_s-1.00_sto-6g_as-006-004.tensors.npz,H2O,s-1.00,sto-6g,6,4,10,100,1.0,1e-12,1.845417049728404e-06,1.3663690493492808e-06,0.7404120654192362,jw_magnitude,1.3505992766795067,False,1.4506024648142102e-06,1.3663690493492808e-06,0.94193211613237,strongest_jw,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv
H2O_s-1.00_sto-6g_as-008-004,hamiltonian_generator/polyatomic_library/H2O/s-1.00/sto-6g/H2O_s-1.00_sto-6g_as-008-004.tensors.npz,H2O,s-1.00,sto-6g,8,4,12,100,1.0,1e-12,3.873563369061195e-06,3.7111854882532214e-06,0.9580804893744832,jw_magnitude,1.0437536418812634,False,1.07109273970174e-05,3.7111854882532214e-06,0.3464859158028324,strongest_jw,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv
H2O_s-1.00_sto-6g_as-010-004,hamiltonian_generator/polyatomic_library/H2O/s-1.00/sto-6g/H2O_s-1.00_sto-6g_as-010-004.tensors.npz,H2O,s-1.00,sto-6g,10,4,14,100,1.0,1e-12,3.918979614825346e-06,1.378158629095072e-05,3.5166261745316354,jw_signed,3.5166261745316354,False,1.4283013405891332e-05,3.918979614825346e-06,0.2743804478408513,strongest_jw,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv
Li-H_1.81_hgbs-5_as-002-002,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-002.tensors.npz,Li-H,1.81,hgbs-5,2,2,4,100,1.0,1e-12,8.48333625569353e-11,8.629119641057059e-11,1.0171846760483751,jw_signed,1.0171846760483751,False,2.5743840392777884e-10,8.48333625569353e-11,0.32952877761289356,strongest_jw,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv
Li-H_1.81_hgbs-5_as-002-004,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-004.tensors.npz,Li-H,1.81,hgbs-5,2,4,6,100,1.0,1e-12,3.377786939040561e-11,9.358580577156772e-11,2.770624893177844,jw_signed,2.770624893177844,False,2.671014520672088e-10,3.377786939040561e-11,0.12646082276597406,strongest_jw,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv
Li-H_1.81_hgbs-5_as-004-004,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-004.tensors.npz,Li-H,1.81,hgbs-5,4,4,8,100,1.0,1e-12,4.6041093160198443e-10,4.884963544782295e-10,1.0610007733276938,jw_signed,1.0610007733276938,False,3.946794002729348e-10,4.6041093160198443e-10,1.16654411475135,fermionic_signed,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv
Li-H_1.81_hgbs-5_as-004-006,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-006.tensors.npz,Li-H,1.81,hgbs-5,4,6,10,100,1.0,1e-12,4.661488972601546e-10,4.990103885660346e-10,1.0704956967591843,jw_signed,1.0704956967591843,False,4.0367520437456506e-10,4.661488972601546e-10,1.1547622747411086,fermionic_signed,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv
Li-H_1.81_hgbs-5_as-004-008,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-008.tensors.npz,Li-H,1.81,hgbs-5,4,8,12,100,1.0,1e-12,5.60767987600741e-10,6.200369107034476e-10,1.1056924154252994,jw_signed,1.1056924154252994,False,9.201023276617093e-10,5.60767987600741e-10,0.6094626333853994,strongest_jw,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv
Li-H_1.81_hgbs-5_as-004-010,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-010.tensors.npz,Li-H,1.81,hgbs-5,4,10,14,100,1.0,1e-12,2.457990477822136e-10,1.3072471993780255e-09,5.318357459774585,jw_signed,5.318357459774585,False,1.3327076109348468e-09,2.457990477822136e-10,0.1844358400638189,strongest_jw,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv
Li-H_1.81_hgbs-5_as-004-012,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-012.tensors.npz,Li-H,1.81,hgbs-5,4,12,16,100,1.0,1e-12,3.9215308778040026e-10,1.706635166520698e-09,4.351961567306051,jw_signed,4.351961567306051,False,1.783667880062012e-09,3.9215308778040026e-10,0.21985768324020413,strongest_jw,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv
Li-H_1.81_hgbs-5_as-004-014,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-014.tensors.npz,Li-H,1.81,hgbs-5,4,14,18,100,1.0,1e-12,6.17086481913276e-09,4.197696967800368e-09,0.6802445185293013,jw_magnitude,1.470059622328181,False,6.94664092915076e-09,4.197696967800368e-09,0.6042772342219715,strongest_jw,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv
Li-H_1.81_hgbs-5_as-004-016,hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-016.tensors.npz,Li-H,1.81,hgbs-5,4,16,20,100,1.0,1e-12,2.9084615826846516e-09,1.956539252834233e-08,6.727058952686086,jw_signed,6.727058952686086,False,1.1573399016917563e-08,2.9084615826846516e-09,0.2513057381356308,strongest_jw,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv
Li-H_1.81_sto-6g_as-002-002,hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-002-002.tensors.npz,Li-H,1.81,sto-6g,2,2,4,100,1.0,1e-12,1.9787149696526285e-10,4.289069099883136e-10,2.1676033009625937,jw_signed,2.1676033009625937,False,1.1222202056515584e-09,1.9787149696526285e-10,0.17632145274944422,strongest_jw,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv
Li-H_1.81_sto-6g_as-002-004,hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-002-004.tensors.npz,Li-H,1.81,sto-6g,2,4,6,100,1.0,1e-12,4.1039058817915475e-09,3.1286695456600455e-09,0.7623638640304866,jw_magnitude,1.311709601125599,False,4.022279176396637e-09,3.1286695456600455e-09,0.7778350055907525,strongest_jw,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv
Li-H_1.81_sto-6g_as-004-004,hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-004-004.tensors.npz,Li-H,1.81,sto-6g,4,4,8,100,1.0,1e-12,1.3049670455345108e-08,1.3067730786353593e-08,1.001383968359223,jw_signed,1.001383968359223,False,1.388856463169219e-08,1.3049670455345108e-08,0.9395982091315025,strongest_jw,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv
Li-H_1.81_sto-6g_as-004-006,hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-004-006.tensors.npz,Li-H,1.81,sto-6g,4,6,10,100,1.0,1e-12,9.791976451900553e-09,2.4391056285821833e-08,2.490922686102631,jw_signed,2.490922686102631,False,2.1881280787283686e-08,9.791976451900553e-09,0.4475047209115457,strongest_jw,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv
Li-H_1.81_sto-6g_as-004-008,hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-004-008.tensors.npz,Li-H,1.81,sto-6g,4,8,12,100,1.0,1e-12,1.9253383209960617e-07,1.836123727505523e-07,0.9536629004276069,jw_magnitude,1.0485885521515164,False,1.867892852613906e-07,1.836123727505523e-07,0.9829919981416891,strongest_jw,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv
Li-Li_2.66_hgbs-5_as-006-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-002.tensors.npz,Li-Li,2.66,hgbs-5,6,2,8,100,1.0,1e-12,2.212105965071487e-08,2.144946442683704e-10,0.009696400066505798,jw_magnitude,103.13105824235662,False,1.3742829096941023e-10,2.144946442683704e-10,1.5607750249627579,fermionic_signed,analysis/hgbs5_li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv
Li-Li_2.66_hgbs-5_as-006-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-004.tensors.npz,Li-Li,2.66,hgbs-5,6,4,10,100,1.0,1e-12,7.1432050274822245e-09,2.956540567922161e-10,0.041389552120475216,jw_magnitude,24.160686665302297,False,2.1352131174268152e-10,2.956540567922161e-10,1.3846583012215394,fermionic_signed,analysis/hgbs5_li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv
Li-Li_2.66_hgbs-5_as-006-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-006.tensors.npz,Li-Li,2.66,hgbs-5,6,6,12,100,1.0,1e-12,1.1426153467830602e-08,3.7284275666849e-10,0.032630644925100837,jw_magnitude,30.64603847994309,False,2.855817804459093e-10,3.7284275666849e-10,1.3055551236018306,fermionic_signed,analysis/hgbs5_li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv
Li-Li_2.66_hgbs-5_as-006-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-008.tensors.npz,Li-Li,2.66,hgbs-5,6,8,14,100,1.0,1e-12,2.6034380318229466e-08,3.7511760364594693e-10,0.014408547430771256,jw_magnitude,69.40324864839428,False,2.909380514282134e-10,3.7511760364594693e-10,1.289338406593763,fermionic_signed,analysis/hgbs5_li2_screen_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv
Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,100,1.0,1e-12,5.0253233685459975e-08,3.773157342124023e-10,0.007508287657149772,jw_magnitude,133.1861598360246,False,2.9274105362020464e-10,3.773157342124023e-10,1.2889061153066794,fermionic_signed,analysis/hgbs5_li2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv
Li-Li_2.66_hgbs-5_as-006-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-012.tensors.npz,Li-Li,2.66,hgbs-5,6,12,18,100,1.0,1e-12,9.235755560332848e-08,3.8791436729468387e-10,0.004200136791847962,jw_magnitude,238.08748370788734,False,3.1045033210830297e-10,3.8791436729468387e-10,1.2495215085141445,fermionic_signed,analysis/hgbs5_li2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv
Li-Li_2.66_hgbs-5_as-006-014,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-014.tensors.npz,Li-Li,2.66,hgbs-5,6,14,20,100,1.0,1e-12,1.6884398079675123e-07,1.8661695522226296e-09,0.011052627066813016,jw_magnitude,90.47622741227134,False,1.6722064843932571e-09,1.8661695522226296e-09,1.1159922949944485,fermionic_signed,analysis/hgbs5_li2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv
Li-Li_2.66_sto-6g_as-006-002,hamiltonian_generator/extended_diatomic_20q_library/Li-Li/2.66/sto-6g/Li-Li_2.66_sto-6g_as-006-002.tensors.npz,Li-Li,2.66,sto-6g,6,2,8,100,1.0,1e-12,2.4790853481171382e-08,7.454735495571185e-09,0.30070507662162765,jw_magnitude,3.32551751781126,False,7.907294152786903e-09,7.454735495571185e-09,0.9427669379093208,strongest_jw,analysis/li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv
Li-Li_2.66_sto-6g_as-006-004,hamiltonian_generator/extended_diatomic_20q_library/Li-Li/2.66/sto-6g/Li-Li_2.66_sto-6g_as-006-004.tensors.npz,Li-Li,2.66,sto-6g,6,4,10,100,1.0,1e-12,5.8616348330708945e-08,1.2515221303743829e-08,0.2135107638083135,jw_magnitude,4.68360462097257,False,1.2275755301160984e-08,1.2515221303743829e-08,1.0195072316699076,fermionic_signed,analysis/li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv
Li-Li_2.66_sto-6g_as-006-006,hamiltonian_generator/extended_diatomic_20q_library/Li-Li/2.66/sto-6g/Li-Li_2.66_sto-6g_as-006-006.tensors.npz,Li-Li,2.66,sto-6g,6,6,12,100,1.0,1e-12,1.8621788644423987e-07,1.586843645373648e-08,0.08521435162184618,jw_magnitude,11.73511246600429,False,1.7208752534081384e-08,1.586843645373648e-08,0.9221142800624013,strongest_jw,analysis/li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv
Li-Li_2.66_sto-6g_as-006-008,hamiltonian_generator/extended_diatomic_20q_library/Li-Li/2.66/sto-6g/Li-Li_2.66_sto-6g_as-006-008.tensors.npz,Li-Li,2.66,sto-6g,6,8,14,100,1.0,1e-12,4.3989874387584393e-07,3.079048938037232e-08,0.06999449261683403,jw_magnitude,14.286838329898758,False,2.880666893911865e-08,3.079048938037232e-08,1.0688667074088423,fermionic_signed,analysis/li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv
Li-Li_2.66_sto-6g_as-006-010,hamiltonian_generator/extended_diatomic_20q_library/Li-Li/2.66/sto-6g/Li-Li_2.66_sto-6g_as-006-010.tensors.npz,Li-Li,2.66,sto-6g,6,10,16,100,1.0,1e-12,7.844819511770851e-07,4.8020594167752506e-08,0.061213128097720344,jw_magnitude,16.336364944519822,False,5.271184000399387e-08,4.8020594167752506e-08,0.9110020474359097,strongest_jw,analysis/li2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv
Li-Li_2.66_sto-6g_as-006-012,hamiltonian_generator/extended_diatomic_20q_library/Li-Li/2.66/sto-6g/Li-Li_2.66_sto-6g_as-006-012.tensors.npz,Li-Li,2.66,sto-6g,6,12,18,100,1.0,1e-12,1.2261323859563689e-06,7.064876283990884e-08,0.05761919646613333,jw_magnitude,17.355327066870277,False,7.8390079649715e-08,7.064876283990884e-08,0.901246218342957,strongest_jw,analysis/extended_diatomic_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv
Li-Li_2.66_sto-6g_as-006-014,hamiltonian_generator/extended_diatomic_20q_library/Li-Li/2.66/sto-6g/Li-Li_2.66_sto-6g_as-006-014.tensors.npz,Li-Li,2.66,sto-6g,6,14,20,100,1.0,1e-12,1.929716974768958e-06,1.0881178524879687e-07,0.05638743228748596,jw_magnitude,17.73444825261053,False,1.1877818506533799e-07,1.0881178524879687e-07,0.9160923379065039,strongest_jw,analysis/extended_diatomic_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv
N-N_1.42_hgbs-5_as-002-002,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-002-002.tensors.npz,N-N,1.42,hgbs-5,2,2,4,100,1.0,1e-12,6.055496326595744e-08,6.057374257739667e-08,1.0003101201029014,jw_signed,1.0003101201029014,False,6.057374302148588e-08,6.055496326595744e-08,0.9996899687126519,strongest_jw,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv
N-N_1.42_hgbs-5_as-002-004,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-002-004.tensors.npz,N-N,1.42,hgbs-5,2,4,6,100,1.0,1e-12,4.622881799587475e-08,8.495338377212391e-08,1.8376715532658605,jw_signed,1.8376715532658605,False,6.061460344763958e-08,4.622881799587475e-08,0.7626679936264594,strongest_jw,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv
N-N_1.42_hgbs-5_as-004-004,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-004-004.tensors.npz,N-N,1.42,hgbs-5,4,4,8,100,1.0,1e-12,2.496586136713219e-07,2.5031914041573344e-07,1.0026457198279612,jw_signed,1.0026457198279612,False,2.519274884260625e-07,2.496586136713219e-07,0.9909939373074548,strongest_jw,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv
N-N_1.42_hgbs-5_as-004-006,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-004-006.tensors.npz,N-N,1.42,hgbs-5,4,6,10,100,1.0,1e-12,2.4965993705716727e-07,2.5026165706432124e-07,1.002410158450918,jw_signed,1.002410158450918,False,2.519018177382648e-07,2.4965993705716727e-07,0.9911001806131191,strongest_jw,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv
N-N_1.42_hgbs-5_as-004-008,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-004-008.tensors.npz,N-N,1.42,hgbs-5,4,8,12,100,1.0,1e-12,2.744748990313184e-07,3.6548507253986173e-07,1.3315792221064222,jw_signed,1.3315792221064222,False,2.512601595672237e-07,2.744748990313184e-07,1.092393236970319,fermionic_signed,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv
N-N_1.42_hgbs-5_as-006-008,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-006-008.tensors.npz,N-N,1.42,hgbs-5,6,8,14,100,1.0,1e-12,2.5198457287434195e-07,2.475234359700096e-07,0.9822959919591704,jw_magnitude,1.0180230889525663,False,2.5122492020024367e-07,2.475234359700096e-07,0.9852662537327757,strongest_jw,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv
N-N_1.42_hgbs-5_as-006-010,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-006-010.tensors.npz,N-N,1.42,hgbs-5,6,10,16,100,1.0,1e-12,2.515887348453205e-07,2.455663626887983e-07,0.976062631897152,jw_magnitude,1.0245244181270636,False,2.5046073792722723e-07,2.455663626887983e-07,0.9804585130630293,strongest_jw,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv
N-N_1.42_hgbs-5_as-008-010,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-008-010.tensors.npz,N-N,1.42,hgbs-5,8,10,18,100,1.0,1e-12,3.5855359181713453e-07,3.289585462917799e-07,0.9174599105942066,jw_magnitude,1.0899658812910256,False,3.4060396381097036e-07,3.289585462917799e-07,0.9658095067688247,strongest_jw,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv
N-N_1.42_hgbs-5_as-008-012,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/hgbs-5/N-N_1.42_hgbs-5_as-008-012.tensors.npz,N-N,1.42,hgbs-5,8,12,20,100,1.0,1e-12,3.714248050235014e-07,3.3675080390871415e-07,0.9066459734357448,jw_magnitude,1.1029663499309317,False,3.345358510209451e-07,3.3675080390871415e-07,1.0066209731513363,fermionic_signed,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv
N-N_1.42_sto-6g_as-002-002,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/sto-6g/N-N_1.42_sto-6g_as-002-002.tensors.npz,N-N,1.42,sto-6g,2,2,4,100,1.0,1e-12,3.792378633349358e-10,3.7923919560256536e-10,1.0000035130132257,tie,1.0000035130132257,False,3.7924008378098506e-10,3.792378633349358e-10,0.9999941450122384,tie,analysis/c2_n2_case_study/c2_n2_sto-6g_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_sto-6g_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_sto-6g_baseline_results.csv
N-N_1.42_sto-6g_as-002-004,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/sto-6g/N-N_1.42_sto-6g_as-002-004.tensors.npz,N-N,1.42,sto-6g,2,4,6,100,1.0,1e-12,1.3467883408502246e-07,1.1213430950451908e-07,0.832605288472641,jw_magnitude,1.2010493013255217,False,1.1213431572176802e-07,1.1213430950451908e-07,0.9999999445553407,tie,analysis/c2_n2_case_study/c2_n2_sto-6g_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_sto-6g_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_sto-6g_baseline_results.csv
N-N_1.42_sto-6g_as-004-004,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/sto-6g/N-N_1.42_sto-6g_as-004-004.tensors.npz,N-N,1.42,sto-6g,4,4,8,100,1.0,1e-12,4.0193678774169683e-07,3.7927702589701795e-07,0.943623568342689,jw_magnitude,1.0597446201522143,False,4.452099263696496e-07,3.7927702589701795e-07,0.8519060412460597,strongest_jw,analysis/c2_n2_case_study/c2_n2_sto-6g_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_sto-6g_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_sto-6g_baseline_results.csv
