case_id,molecule,basis,bond_length,active_occupied,active_vacant,n_qubits,evolution_times,formula_orders,trotter_steps,orderings,observed_rows,unique_grid_rows,expected_rows_from_global_grid,missing_rows_from_global_grid,grid_complete,status,error_message,output_path
Be-H_1.07_sto-6g_as-003-005,Be-H,sto-6g,1.07,3,5,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Be-H/case_Be-H_1.07_sto-6g_as-003-005_state_infidelity.png
Be-H_1.47_sto-6g_as-003-005,Be-H,sto-6g,1.47,3,5,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Be-H/case_Be-H_1.47_sto-6g_as-003-005_state_infidelity.png
Be-H_1.88_sto-6g_as-003-005,Be-H,sto-6g,1.88,3,5,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Be-H/case_Be-H_1.88_sto-6g_as-003-005_state_infidelity.png
H-H_0.51_hgbs-5_as-002-002,H-H,hgbs-5,0.51,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.51_hgbs-5_as-002-002_state_infidelity.png
H-H_0.70_hgbs-5_as-002-002,H-H,hgbs-5,0.7,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.70_hgbs-5_as-002-002_state_infidelity.png
H-H_0.90_hgbs-5_as-002-002,H-H,hgbs-5,0.9,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.90_hgbs-5_as-002-002_state_infidelity.png
H-H_0.51_sto-6g_as-002-002,H-H,sto-6g,0.51,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.51_sto-6g_as-002-002_state_infidelity.png
H-H_0.70_sto-6g_as-002-002,H-H,sto-6g,0.7,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.70_sto-6g_as-002-002_state_infidelity.png
H-H_0.90_sto-6g_as-002-002,H-H,sto-6g,0.9,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.90_sto-6g_as-002-002_state_infidelity.png
H-H_0.51_hgbs-5_as-002-004,H-H,hgbs-5,0.51,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.51_hgbs-5_as-002-004_state_infidelity.png
H-H_0.70_hgbs-5_as-002-004,H-H,hgbs-5,0.7,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.70_hgbs-5_as-002-004_state_infidelity.png
H-H_0.90_hgbs-5_as-002-004,H-H,hgbs-5,0.9,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.90_hgbs-5_as-002-004_state_infidelity.png
H-H_0.51_hgbs-5_as-002-006,H-H,hgbs-5,0.51,2,6,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.51_hgbs-5_as-002-006_state_infidelity.png
H-H_0.70_hgbs-5_as-002-006,H-H,hgbs-5,0.7,2,6,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.70_hgbs-5_as-002-006_state_infidelity.png
H-H_0.90_hgbs-5_as-002-006,H-H,hgbs-5,0.9,2,6,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/H-H/case_H-H_0.90_hgbs-5_as-002-006_state_infidelity.png
He-H_0.62_hgbs-5_as-001-001,He-H,hgbs-5,0.62,1,1,2,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.62_hgbs-5_as-001-001_state_infidelity.png
He-H_0.86_hgbs-5_as-001-001,He-H,hgbs-5,0.86,1,1,2,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.86_hgbs-5_as-001-001_state_infidelity.png
He-H_1.09_hgbs-5_as-001-001,He-H,hgbs-5,1.09,1,1,2,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_1.09_hgbs-5_as-001-001_state_infidelity.png
He-H_0.62_sto-6g_as-001-001,He-H,sto-6g,0.62,1,1,2,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.62_sto-6g_as-001-001_state_infidelity.png
He-H_0.86_sto-6g_as-001-001,He-H,sto-6g,0.86,1,1,2,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.86_sto-6g_as-001-001_state_infidelity.png
He-H_1.09_sto-6g_as-001-001,He-H,sto-6g,1.09,1,1,2,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_1.09_sto-6g_as-001-001_state_infidelity.png
He-H_0.62_hgbs-5_as-001-003,He-H,hgbs-5,0.62,1,3,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.62_hgbs-5_as-001-003_state_infidelity.png
He-H_0.86_hgbs-5_as-001-003,He-H,hgbs-5,0.86,1,3,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.86_hgbs-5_as-001-003_state_infidelity.png
He-H_1.09_hgbs-5_as-001-003,He-H,hgbs-5,1.09,1,3,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_1.09_hgbs-5_as-001-003_state_infidelity.png
He-H_0.62_sto-6g_as-003-001,He-H,sto-6g,0.62,3,1,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.62_sto-6g_as-003-001_state_infidelity.png
He-H_0.86_sto-6g_as-003-001,He-H,sto-6g,0.86,3,1,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.86_sto-6g_as-003-001_state_infidelity.png
He-H_1.09_sto-6g_as-003-001,He-H,sto-6g,1.09,3,1,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_1.09_sto-6g_as-003-001_state_infidelity.png
He-H_0.62_hgbs-5_as-003-003,He-H,hgbs-5,0.62,3,3,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.62_hgbs-5_as-003-003_state_infidelity.png
He-H_0.86_hgbs-5_as-003-003,He-H,hgbs-5,0.86,3,3,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.86_hgbs-5_as-003-003_state_infidelity.png
He-H_1.09_hgbs-5_as-003-003,He-H,hgbs-5,1.09,3,3,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_1.09_hgbs-5_as-003-003_state_infidelity.png
He-H_0.62_hgbs-5_as-003-005,He-H,hgbs-5,0.62,3,5,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.62_hgbs-5_as-003-005_state_infidelity.png
He-H_0.86_hgbs-5_as-003-005,He-H,hgbs-5,0.86,3,5,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_0.86_hgbs-5_as-003-005_state_infidelity.png
He-H_1.09_hgbs-5_as-003-005,He-H,hgbs-5,1.09,3,5,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-H/case_He-H_1.09_hgbs-5_as-003-005_state_infidelity.png
He-He_0.74_hgbs-5_as-002-002,He-He,hgbs-5,0.74,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-He/case_He-He_0.74_hgbs-5_as-002-002_state_infidelity.png
He-He_1.01_hgbs-5_as-002-002,He-He,hgbs-5,1.01,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-He/case_He-He_1.01_hgbs-5_as-002-002_state_infidelity.png
He-He_1.29_hgbs-5_as-002-002,He-He,hgbs-5,1.29,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-He/case_He-He_1.29_hgbs-5_as-002-002_state_infidelity.png
He-He_0.74_hgbs-5_as-002-004,He-He,hgbs-5,0.74,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-He/case_He-He_0.74_hgbs-5_as-002-004_state_infidelity.png
He-He_1.01_hgbs-5_as-002-004,He-He,hgbs-5,1.01,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-He/case_He-He_1.01_hgbs-5_as-002-004_state_infidelity.png
He-He_1.29_hgbs-5_as-002-004,He-He,hgbs-5,1.29,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-He/case_He-He_1.29_hgbs-5_as-002-004_state_infidelity.png
He-He_0.74_hgbs-5_as-004-004,He-He,hgbs-5,0.74,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-He/case_He-He_0.74_hgbs-5_as-004-004_state_infidelity.png
He-He_1.01_hgbs-5_as-004-004,He-He,hgbs-5,1.01,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-He/case_He-He_1.01_hgbs-5_as-004-004_state_infidelity.png
He-He_1.29_hgbs-5_as-004-004,He-He,hgbs-5,1.29,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/He-He/case_He-He_1.29_hgbs-5_as-004-004_state_infidelity.png
Li-H_1.32_hgbs-5_as-002-002,Li-H,hgbs-5,1.32,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.32_hgbs-5_as-002-002_state_infidelity.png
Li-H_1.81_hgbs-5_as-002-002,Li-H,hgbs-5,1.81,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.81_hgbs-5_as-002-002_state_infidelity.png
Li-H_2.31_hgbs-5_as-002-002,Li-H,hgbs-5,2.31,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_2.31_hgbs-5_as-002-002_state_infidelity.png
Li-H_1.32_sto-6g_as-002-002,Li-H,sto-6g,1.32,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.32_sto-6g_as-002-002_state_infidelity.png
Li-H_1.81_sto-6g_as-002-002,Li-H,sto-6g,1.81,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.81_sto-6g_as-002-002_state_infidelity.png
Li-H_2.31_sto-6g_as-002-002,Li-H,sto-6g,2.31,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_2.31_sto-6g_as-002-002_state_infidelity.png
Li-H_1.32_hgbs-5_as-002-004,Li-H,hgbs-5,1.32,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.32_hgbs-5_as-002-004_state_infidelity.png
Li-H_1.81_hgbs-5_as-002-004,Li-H,hgbs-5,1.81,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.81_hgbs-5_as-002-004_state_infidelity.png
Li-H_2.31_hgbs-5_as-002-004,Li-H,hgbs-5,2.31,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_2.31_hgbs-5_as-002-004_state_infidelity.png
Li-H_1.32_sto-6g_as-002-004,Li-H,sto-6g,1.32,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.32_sto-6g_as-002-004_state_infidelity.png
Li-H_1.81_sto-6g_as-002-004,Li-H,sto-6g,1.81,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.81_sto-6g_as-002-004_state_infidelity.png
Li-H_2.31_sto-6g_as-002-004,Li-H,sto-6g,2.31,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_2.31_sto-6g_as-002-004_state_infidelity.png
Li-H_1.32_hgbs-5_as-004-004,Li-H,hgbs-5,1.32,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.32_hgbs-5_as-004-004_state_infidelity.png
Li-H_1.81_hgbs-5_as-004-004,Li-H,hgbs-5,1.81,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.81_hgbs-5_as-004-004_state_infidelity.png
Li-H_2.31_hgbs-5_as-004-004,Li-H,hgbs-5,2.31,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_2.31_hgbs-5_as-004-004_state_infidelity.png
Li-H_1.32_sto-6g_as-004-004,Li-H,sto-6g,1.32,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.32_sto-6g_as-004-004_state_infidelity.png
Li-H_1.81_sto-6g_as-004-004,Li-H,sto-6g,1.81,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_1.81_sto-6g_as-004-004_state_infidelity.png
Li-H_2.31_sto-6g_as-004-004,Li-H,sto-6g,2.31,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-H/case_Li-H_2.31_sto-6g_as-004-004_state_infidelity.png
Li-Li_2.13_hgbs-5_as-002-002,Li-Li,hgbs-5,2.13,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_2.13_hgbs-5_as-002-002_state_infidelity.png
Li-Li_2.93_hgbs-5_as-002-002,Li-Li,hgbs-5,2.93,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_2.93_hgbs-5_as-002-002_state_infidelity.png
Li-Li_3.72_hgbs-5_as-002-002,Li-Li,hgbs-5,3.72,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_3.72_hgbs-5_as-002-002_state_infidelity.png
Li-Li_2.13_sto-6g_as-002-002,Li-Li,sto-6g,2.13,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_2.13_sto-6g_as-002-002_state_infidelity.png
Li-Li_2.93_sto-6g_as-002-002,Li-Li,sto-6g,2.93,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_2.93_sto-6g_as-002-002_state_infidelity.png
Li-Li_3.72_sto-6g_as-002-002,Li-Li,sto-6g,3.72,2,2,4,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_3.72_sto-6g_as-002-002_state_infidelity.png
Li-Li_2.13_hgbs-5_as-002-004,Li-Li,hgbs-5,2.13,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_2.13_hgbs-5_as-002-004_state_infidelity.png
Li-Li_2.93_hgbs-5_as-002-004,Li-Li,hgbs-5,2.93,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_2.93_hgbs-5_as-002-004_state_infidelity.png
Li-Li_3.72_hgbs-5_as-002-004,Li-Li,hgbs-5,3.72,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_3.72_hgbs-5_as-002-004_state_infidelity.png
Li-Li_2.13_sto-6g_as-002-004,Li-Li,sto-6g,2.13,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_2.13_sto-6g_as-002-004_state_infidelity.png
Li-Li_2.93_sto-6g_as-002-004,Li-Li,sto-6g,2.93,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_2.93_sto-6g_as-002-004_state_infidelity.png
Li-Li_3.72_sto-6g_as-002-004,Li-Li,sto-6g,3.72,2,4,6,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_3.72_sto-6g_as-002-004_state_infidelity.png
Li-Li_2.13_hgbs-5_as-004-004,Li-Li,hgbs-5,2.13,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_2.13_hgbs-5_as-004-004_state_infidelity.png
Li-Li_2.93_hgbs-5_as-004-004,Li-Li,hgbs-5,2.93,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_2.93_hgbs-5_as-004-004_state_infidelity.png
Li-Li_3.72_hgbs-5_as-004-004,Li-Li,hgbs-5,3.72,4,4,8,"[1.0, 2.0, 5.0]","[1, 2, 4]","[10, 100, 1000]","[""fermionic_coloring"", ""jw_coloring"", ""jw_raw""]",81,81,81,0,True,generated,,analysis/l_sweep_all_case_figures/cases/Li-Li/case_Li-Li_3.72_hgbs-5_as-004-004_state_infidelity.png
